trial_uid,exp,env_id,seed,score,status,error,hostname,time_sec,params.policy_lr,params.q_lr,params.tau,params.gamma,params.batch_size,params.dihedral_N,params.reg_rep_N
39f89122-0bd3-4346-b867-940dfdd60d81,push,FetchPushDense-v4,2,-6.986568017756528,ok,,fc10920,5229.016748905182,0.0004224202155261151,0.000583763998515897,0.0049709673253229706,0.9662534133745212,256,16,64
21fbb2d4-dc2c-4d95-984d-95de1c4348e2,push,FetchPushDense-v4,2,-7.883985384687785,ok,,fc10919,5001.374327659607,0.0003130215956725612,0.0007980225467283463,0.003771585743767816,0.9582957771743488,128,16,64
6748c8f2-c926-4158-8303-7cc02a58ea2a,pick,FetchPickAndPlaceDense-v4,1,-10.954896896701742,ok,,fc11017,5010.407292127609,0.00016702781259358756,0.00021299469461967264,0.005486686365688863,0.9878534703553976,128,16,64
c8ea280e-d187-4b4d-868a-1cf64ea8ffe6,push,FetchPushDense-v4,2,-7.894313494288513,ok,,fc10915,5507.851311206818,0.0003652164442363424,0.0012117820971915443,0.004270093113233479,0.9525945225219018,256,16,64
8f6d3829-3757-4d00-9820-d05acbeb8837,push,FetchPushDense-v4,2,-7.739852332106688,ok,,fc10909,5947.624577522278,0.0003646728000077296,0.001962394646972697,0.003964021628039849,0.9603182661403238,256,16,64
55712460-3b8a-4cd5-9ded-3069bfb50906,slide,FetchSlideDense-v4,1,-12.723221953154193,ok,,fc11012,9174.387503862381,0.0011590148443158844,0.0017348080019026749,0.0025295669522387996,0.9529647376008168,256,16,128
8a3b3c51-358a-43e7-a5fd-af59fb921eec,pick,FetchPickAndPlaceDense-v4,2,-11.844975720272561,ok,,fc11017,4956.484167814255,0.00029895725910092103,0.0006523757085856056,0.0046231718260408465,0.9939728670045096,128,16,64
124ab46c-cd64-4448-a121-484616079d40,pick,FetchPickAndPlaceDense-v4,1,-10.973130894235647,ok,,fc11018,4946.89493060112,0.0006281635041996387,0.00022146196323613606,0.004331732142352197,0.9921521852895174,128,16,64
d089dde4-620e-4ab9-a209-1bb90156e16b,slide,FetchSlideDense-v4,2,-10.119390125008369,ok,,fc11009,7898.951585054398,0.0007611987501051213,0.0021151413080450813,0.0027971598562730074,0.9685183223315561,128,16,128
b0ff0860-b447-4593-9a32-6e6025b4f331,pick,FetchPickAndPlaceDense-v4,2,-10.769162189452482,ok,,fc11003,4955.949928045273,0.0006123146599512393,0.0004817037760027581,0.003930276503099513,0.9916039718017663,128,16,64
8b2b6408-0bdf-4500-b108-30f64cc672ca,slide,FetchSlideDense-v4,1,-9.019851490685127,ok,,fc11009,7918.234675884247,0.0016698044710636768,0.003,0.0032942555816172507,0.969886727464647,128,16,128
a432037d-e1cd-4f3e-a94d-3854c176760f,pick,FetchPickAndPlaceDense-v4,1,-11.9107287271315,ok,,fc11003,6286.134759426117,0.00041313460295215544,0.00023167971564025763,0.00442735753981214,0.9752711574556933,256,16,64
facb990e-40c3-4d54-8452-ae7cb2c82553,pick,FetchPickAndPlaceDense-v4,2,-10.114202068582177,ok,,fc11015,5145.512713432312,0.0007878770082629944,0.00027992327533581227,0.008962953943376853,0.9914584345696267,256,16,64
7480a76a-d7ea-4dd3-90cc-0307bf71b04a,push,FetchPushDense-v4,2,-7.973982032279041,ok,,fc11005,5296.933992385864,0.00033436953792861414,0.0023043732462577804,0.00435838358375911,0.9662247893162965,256,16,64
9c82f0da-df86-4bd9-81cf-1589cb7a21ef,slide,FetchSlideDense-v4,1,-12.804116062510797,ok,,fc11011,9107.594911575317,0.0010627174128992644,0.002321486183040875,0.0025062730212690415,0.9508382904359246,256,16,128
